text,label
"investi R$ 5.990,00 em tablet",eletrônicos
"adquiri computador por R$ 1.323,00",eletrônicos
"adquiri câmera por R$ 9.890,00",eletrônicos
"comprei R$ 5.768,00 de tv",eletrônicos
"efetuei compra de notebook no valor de R$ 1.448,00",eletrônicos
"comprei R$ 6.825,00 de celular",eletrônicos
"paguei R$ 7.727,00 por notebook",eletrônicos
"paguei R$ 764,00 em smartphone",eletrônicos
"comprei R$ 597,00 de console",eletrônicos
"paguei R$ 7.913,00 por smartphone",eletrônicos
"paguei R$ 13,00 em console",eletrônicos
"investi R$ 178,00 em câmera",eletrônicos
"fiz compra de gadget por R$ 5.768,00",eletrônicos
"adquiri câmera por R$ 7.827,00",eletrônicos
"comprei R$ 4.041,00 de celular",eletrônicos
"adquiri câmera por R$ 1.491,00",eletrônicos
"adquiri tv por R$ 6.831,00",eletrônicos
"paguei R$ 6.369,00 em tablet",eletrônicos
"fiz compra de celular por R$ 8.205,00",eletrônicos
"comprei R$ 2.779,00 de tv",eletrônicos
"fiz compra de computador por R$ 8.118,00",eletrônicos
"fiz compra de fone por R$ 7.117,00",eletrônicos
"gastei R$ 7.654,00 com console",eletrônicos
"investi R$ 1.923,00 em console",eletrônicos
"investi R$ 8.720,00 em câmera",eletrônicos
"comprei R$ 87,00 de fone",eletrônicos
"adquiri console por R$ 4.792,00",eletrônicos
"paguei R$ 4.499,00 em tablet",eletrônicos
"comprei R$ 143,00 de notebook",eletrônicos
"paguei R$ 2.731,00 em smartphone",eletrônicos
"adquiri gadget por R$ 6.108,00",eletrônicos
"comprei R$ 6.544,00 de gadget",eletrônicos
"comprei R$ 4.927,00 de notebook",eletrônicos
"investi R$ 1.596,00 em tablet",eletrônicos
"adquiri tablet por R$ 8.998,00",eletrônicos
"adquiri câmera por R$ 6.748,00",eletrônicos
"comprei R$ 8.685,00 de tablet",eletrônicos
"investi R$ 7.803,00 em celular",eletrônicos
"realizei pagamento de R$ 7.434,00 em tablet",eletrônicos
"efetuei compra de console no valor de R$ 954,00",eletrônicos
"paguei R$ 6.445,00 por smartphone",eletrônicos
"gastei R$ 7.916,00 com câmera",eletrônicos
"realizei pagamento de R$ 2.979,00 em computador",eletrônicos
"adquiri celular por R$ 8.962,00",eletrônicos
"investi R$ 950,00 em gadget",eletrônicos
"fiz compra de gadget por R$ 3.985,00",eletrônicos
"adquiri notebook por R$ 5.143,00",eletrônicos
"fiz compra de gadget por R$ 9.850,00",eletrônicos
"adquiri notebook por R$ 4.914,00",eletrônicos
"fiz compra de fone por R$ 93,00",eletrônicos
"adquiri console por R$ 2.593,00",eletrônicos
"efetuei compra de gadget no valor de R$ 5.300,00",eletrônicos
"gastei R$ 4.407,00 com fone",eletrônicos
"paguei R$ 5.311,00 em computador",eletrônicos
"investi R$ 5.759,00 em computador",eletrônicos
"investi R$ 8.402,00 em câmera",eletrônicos
"adquiri celular por R$ 5.860,00",eletrônicos
"comprei R$ 6.309,00 de tablet",eletrônicos
"paguei R$ 8.034,00 em gadget",eletrônicos
"fiz compra de celular por R$ 8.977,00",eletrônicos
"adquiri gadget por R$ 5.111,00",eletrônicos
"adquiri computador por R$ 5.684,00",eletrônicos
"fiz compra de gadget por R$ 8.453,00",eletrônicos
"adquiri limpeza por R$ 349,00",serviços
"paguei R$ 3.487,00 por suporte",serviços
"efetuei compra de reparo no valor de R$ 2.630,00",serviços
"adquiri instalação por R$ 6.421,00",serviços
"comprei R$ 4.074,00 de instalação",serviços
"adquiri suporte por R$ 9.624,00",serviços
"adquiri frete por R$ 7.067,00",serviços
"adquiri limpeza por R$ 4.275,00",serviços
"adquiri frete por R$ 6.429,00",serviços
"investi R$ 8.855,00 em limpeza",serviços
"gastei R$ 413,00 com suporte",serviços
"efetuei compra de frete no valor de R$ 3.226,00",serviços
"realizei pagamento de R$ 9.499,00 em limpeza",serviços
"adquiri instalação por R$ 4.633,00",serviços
"comprei R$ 8.545,00 de instalação",serviços
"adquiri instalação por R$ 3.994,00",serviços
"paguei R$ 8.041,00 em frete",serviços
"paguei R$ 8.249,00 em entrega",serviços
"efetuei compra de manicure no valor de R$ 8.375,00",serviços
"adquiri suporte por R$ 3.224,00",serviços
"comprei R$ 5.361,00 de limpeza",serviços
"paguei R$ 4.050,00 em manicure",serviços
"adquiri frete por R$ 1.168,00",serviços
"realizei pagamento de R$ 3.996,00 em manicure",serviços
"paguei R$ 6.080,00 por frete",serviços
"investi R$ 9.935,00 em suporte",serviços
"adquiri suporte por R$ 2.037,00",serviços
"realizei pagamento de R$ 2.945,00 em conserto",serviços
"fiz compra de limpeza por R$ 2.181,00",serviços
"gastei R$ 2.041,00 com conserto",serviços
"fiz compra de conserto por R$ 1.896,00",serviços
"paguei R$ 9.691,00 por frete",serviços
"paguei R$ 584,00 por manicure",serviços
"adquiri entrega por R$ 9.062,00",serviços
"adquiri manutenção por R$ 4.364,00",serviços
"comprei R$ 1.161,00 de limpeza",serviços
"adquiri assistência por R$ 6.388,00",serviços
"investi R$ 1.896,00 em limpeza",serviços
"adquiri suporte por R$ 8.142,00",serviços
"realizei pagamento de R$ 7.668,00 em conserto",serviços
"paguei R$ 399,00 em suporte",serviços
"gastei R$ 9.095,00 com limpeza",serviços
"paguei R$ 2.792,00 por entrega",serviços
"efetuei compra de limpeza no valor de R$ 5.355,00",serviços
"gastei R$ 4.876,00 com instalação",serviços
"adquiri limpeza por R$ 3.423,00",serviços
"gastei R$ 3.437,00 com frete",serviços
"fiz compra de conserto por R$ 6.434,00",serviços
"paguei R$ 5.239,00 em reparo",serviços
"efetuei compra de entrega no valor de R$ 7.545,00",serviços
"comprei R$ 1.395,00 de manutenção",serviços
"efetuei compra de instalação no valor de R$ 5.132,00",serviços
"realizei pagamento de R$ 637,00 em instalação",serviços
"adquiri limpeza por R$ 3.435,00",serviços
"fiz compra de reparo por R$ 1.987,00",serviços
"investi R$ 3.160,00 em manutenção",serviços
"paguei R$ 6.635,00 em frete",serviços
"fiz compra de entrega por R$ 1.659,00",serviços
"paguei R$ 8.546,00 por limpeza",serviços
"investi R$ 8.910,00 em assistência",serviços
"adquiri manicure por R$ 675,00",serviços
"adquiri manicure por R$ 2.075,00",serviços
"gastei R$ 4.490,00 com instalação",serviços
"adquiri conserto por R$ 8.905,00",serviços
"efetuei compra de suporte no valor de R$ 2.010,00",serviços
"fiz compra de manutenção por R$ 9.645,00",serviços
"investi R$ 4.851,00 em assistência",serviços
"efetuei compra de instalação no valor de R$ 2.837,00",serviços
"investi R$ 4.963,00 em entrega",serviços
"fiz compra de reparo por R$ 7.009,00",serviços
"realizei pagamento de R$ 9.466,00 em entrega",serviços
"gastei R$ 8.712,00 com entrega",serviços
"paguei R$ 823,00 por frete",serviços
"gastei R$ 8.173,00 com instalação",serviços
"adquiri entrega por R$ 8.666,00",serviços
"realizei pagamento de R$ 4.989,00 em suporte",serviços
"realizei pagamento de R$ 2.087,00 em instalação",serviços
"efetuei compra de conserto no valor de R$ 1.164,00",serviços
"adquiri assistência por R$ 4.419,00",serviços
"paguei R$ 7.349,00 em manutenção",serviços
"realizei pagamento de R$ 9.808,00 em suporte",serviços
"paguei R$ 5.271,00 em assistência",serviços
"gastei R$ 1.231,00 com reparo",serviços
"fiz compra de limpeza por R$ 8.335,00",serviços
"paguei R$ 9.127,00 por instalação",serviços
"gastei R$ 5.579,00 com entrega",serviços
"efetuei compra de manicure no valor de R$ 229,00",serviços
"adquiri suporte por R$ 4.324,00",serviços
"gastei R$ 7.427,00 com limpeza",serviços
"fiz compra de conserto por R$ 7.287,00",serviços
"paguei R$ 9.544,00 por instalação",serviços
"realizei pagamento de R$ 2.217,00 em frete",serviços
"paguei R$ 4.472,00 em limpeza",serviços
"realizei pagamento de R$ 3.447,00 em entrega",serviços
"fiz compra de instalação por R$ 8.723,00",serviços
"fiz compra de limpeza por R$ 1.939,00",serviços
"efetuei compra de instalação no valor de R$ 3.025,00",serviços
"adquiri instalação por R$ 9.908,00",serviços
"efetuei compra de manicure no valor de R$ 9.595,00",serviços
"efetuei compra de limpeza no valor de R$ 976,00",serviços
"investi R$ 1.132,00 em tráfego",marketing
"adquiri custo por clique por R$ 8.792,00",marketing
"realizei pagamento de R$ 3.129,00 em anúncio",marketing
"fiz compra de leads por R$ 8.077,00",marketing
"paguei R$ 5.759,00 em leads",marketing
"paguei R$ 8.652,00 por propaganda",marketing
"fiz compra de influencer por R$ 4.464,00",marketing
"investi R$ 9.725,00 em SEO",marketing
"paguei R$ 4.760,00 em tráfego",marketing
"comprei R$ 2.547,00 de tráfego",marketing
"adquiri leads por R$ 4.440,00",marketing
"adquiri influencer por R$ 9.768,00",marketing
"paguei R$ 1.196,00 por propaganda",marketing
"fiz compra de propaganda por R$ 9.414,00",marketing
"gastei R$ 6.762,00 com influencer",marketing
"paguei R$ 3.821,00 em leads",marketing
"investi R$ 2.615,00 em anúncio",marketing
"investi R$ 5.904,00 em custo por clique",marketing
"gastei R$ 8.511,00 com redes sociais",marketing
"comprei R$ 8.322,00 de anúncio",marketing
"investi R$ 4.634,00 em redes sociais",marketing
"paguei R$ 6.779,00 por conversão",marketing
"fiz compra de custo por clique por R$ 584,00",marketing
"realizei pagamento de R$ 2.197,00 em leads",marketing
"adquiri propaganda por R$ 9.627,00",marketing
"comprei R$ 3.468,00 de custo por clique",marketing
"fiz compra de SEO por R$ 5.861,00",marketing
"efetuei compra de conversão no valor de R$ 7.650,00",marketing
"realizei pagamento de R$ 5.783,00 em propaganda",marketing
"paguei R$ 2.711,00 por leads",marketing
"fiz compra de custo por clique por R$ 7.375,00",marketing
"paguei R$ 5.014,00 por tráfego",marketing
"realizei pagamento de R$ 6.487,00 em propaganda",marketing
"realizei pagamento de R$ 8.071,00 em conversão",marketing
"comprei R$ 5.054,00 de redes sociais",marketing
"adquiri influencer por R$ 2.022,00",marketing
"comprei R$ 3.554,00 de tráfego",marketing
"fiz compra de influencer por R$ 3.164,00",marketing
"comprei R$ 8.743,00 de custo por clique",marketing
"efetuei compra de custo por clique no valor de R$ 2.450,00",marketing
"paguei R$ 4.242,00 por mídia",marketing
"comprei R$ 1.163,00 de propaganda",marketing
"investi R$ 8.205,00 em conversão",marketing
"gastei R$ 7.643,00 com conversão",marketing
"adquiri SEO por R$ 847,00",marketing
"investi R$ 9.585,00 em propaganda",marketing
"investi R$ 9.749,00 em custo por clique",marketing
"paguei R$ 8.267,00 por mídia",marketing
"paguei R$ 4.221,00 em custo por clique",marketing
"adquiri SEO por R$ 2.625,00",marketing
"comprei R$ 4.312,00 de SEO",marketing
"comprei R$ 2.871,00 de mídia",marketing
"paguei R$ 9.339,00 por conversão",marketing
"comprei R$ 6.512,00 de influencer",marketing
"adquiri propaganda por R$ 493,00",marketing
"paguei R$ 8.559,00 em leads",marketing
"comprei R$ 9.818,00 de propaganda",marketing
"paguei R$ 7.153,00 por redes sociais",marketing
"realizei pagamento de R$ 5.392,00 em tráfego",marketing
"efetuei compra de influencer no valor de R$ 7.898,00",marketing
"paguei R$ 3.991,00 por SEO",marketing
"paguei R$ 1.874,00 em custo por clique",marketing
"adquiri redes sociais por R$ 7.365,00",marketing
"investi R$ 3.030,00 em SEO",marketing
"adquiri mídia por R$ 4.719,00",marketing
"efetuei compra de conversão no valor de R$ 9.360,00",marketing
"fiz compra de propaganda por R$ 6.151,00",marketing
"paguei R$ 1.404,00 por redes sociais",marketing
"realizei pagamento de R$ 9.210,00 em propaganda",marketing
"gastei R$ 20,00 com mídia",marketing
"comprei R$ 5.067,00 de tráfego",marketing
"efetuei compra de tráfego no valor de R$ 6.379,00",marketing
"paguei R$ 5.108,00 em influencer",marketing
"fiz compra de anúncio por R$ 1.384,00",marketing
"adquiri custo por clique por R$ 8.983,00",marketing
"paguei R$ 5.654,00 em propaganda",marketing
"gastei R$ 290,00 com conversão",marketing
"efetuei compra de mídia no valor de R$ 5.576,00",marketing
"realizei pagamento de R$ 223,00 em influencer",marketing
"paguei R$ 8.285,00 em mídia",marketing
"investi R$ 7.735,00 em redes sociais",marketing
"fiz compra de mídia por R$ 2.660,00",marketing
"adquiri mídia por R$ 2.787,00",marketing
"fiz compra de mídia por R$ 3.411,00",marketing
"fiz compra de conversão por R$ 8.502,00",marketing
"comprei R$ 8.028,00 de propaganda",marketing
"adquiri influencer por R$ 418,00",marketing
"paguei R$ 8.429,00 por propaganda",marketing
"comprei R$ 8.439,00 de mídia",marketing
"fiz compra de conversão por R$ 1.305,00",marketing
"paguei R$ 8.464,00 por custo por clique",marketing
"comprei R$ 4.578,00 de tráfego",marketing
"realizei pagamento de R$ 8.029,00 em conversão",marketing
"investi R$ 333,00 em conversão",marketing
"investi R$ 9.878,00 em tráfego",marketing
"efetuei compra de conversão no valor de R$ 9.575,00",marketing
"investi R$ 7.847,00 em tráfego",marketing
"gastei R$ 255,00 com leads",marketing
"adquiri mídia por R$ 4.569,00",marketing
"adquiri anúncio por R$ 2.538,00",marketing
"paguei R$ 9.806,00 em taxa",outros
"gastei R$ 9.293,00 com multa",outros
"comprei R$ 2.683,00 de aplicação",outros
"comprei R$ 4.147,00 de doação",outros
"adquiri seguro por R$ 7.537,00",outros
"fiz compra de investimento por R$ 8.501,00",outros
"adquiri imposto por R$ 8.877,00",outros
"paguei R$ 8.374,00 em taxa",outros
"adquiri doação por R$ 4.471,00",outros
"fiz compra de multa por R$ 3.242,00",outros
"realizei pagamento de R$ 4.130,00 em seguro",outros
"adquiri doação por R$ 9.253,00",outros
"comprei R$ 5.433,00 de aplicação",outros
"efetuei compra de seguro no valor de R$ 3.654,00",outros
"comprei R$ 5.555,00 de cartão",outros
"adquiri presente por R$ 4.633,00",outros
"paguei R$ 1.032,00 por investimento",outros
"adquiri aplicação por R$ 1.156,00",outros
"realizei pagamento de R$ 3.442,00 em seguro",outros
"efetuei compra de doação no valor de R$ 9.012,00",outros
"adquiri aplicação por R$ 9.181,00",outros
"adquiri multa por R$ 1.312,00",outros
"comprei R$ 4.574,00 de imposto",outros
"fiz compra de presente por R$ 2.712,00",outros
"efetuei compra de imposto no valor de R$ 1.358,00",outros
"realizei pagamento de R$ 1.403,00 em poupança",outros
"paguei R$ 1.302,00 em taxa",outros
"adquiri doação por R$ 774,00",outros
"gastei R$ 2.681,00 com seguro",outros
"efetuei compra de investimento no valor de R$ 9.692,00",outros
"efetuei compra de taxa no valor de R$ 5.642,00",outros
"adquiri investimento por R$ 8.425,00",outros
"efetuei compra de multa no valor de R$ 8.962,00",outros
"paguei R$ 3.640,00 em imposto",outros
"comprei R$ 4.010,00 de multa",outros
"realizei pagamento de R$ 5.400,00 em poupança",outros
"efetuei compra de doação no valor de R$ 1.685,00",outros
"realizei pagamento de R$ 4.313,00 em taxa",outros
"paguei R$ 6.547,00 por aplicação",outros
"comprei R$ 5.194,00 de taxa",outros
"adquiri poupança por R$ 3.453,00",outros
"paguei R$ 4.538,00 por investimento",outros
"adquiri imposto por R$ 9.356,00",outros
"realizei pagamento de R$ 4.594,00 em aplicação",outros
"investi R$ 5.397,00 em cartão",outros
"comprei R$ 2.281,00 de aplicação",outros
"investi R$ 1.157,00 em investimento",outros
"paguei R$ 5.487,00 em cartão",outros
"realizei pagamento de R$ 4.652,00 em cartão",outros
"adquiri multa por R$ 6.635,00",outros
"efetuei compra de multa no valor de R$ 440,00",outros
"adquiri poupança por R$ 9.384,00",outros
"adquiri aplicação por R$ 9.623,00",outros
"gastei R$ 4.049,00 com aplicação",outros
"adquiri seguro por R$ 9.507,00",outros
"realizei pagamento de R$ 1.225,00 em doação",outros
"fiz compra de multa por R$ 2.557,00",outros
"paguei R$ 8.952,00 em doação",outros
"realizei pagamento de R$ 8.861,00 em investimento",outros
"paguei R$ 5.514,00 em seguro",outros
"investi R$ 6.355,00 em presente",outros
"adquiri presente por R$ 2.874,00",outros
"investi R$ 1.733,00 em presente",outros
"paguei R$ 9.019,00 por imposto",outros
"comprei R$ 187,00 de taxa",outros
"investi R$ 8.273,00 em imposto",outros
"gastei R$ 8.060,00 com cartão",outros
"realizei pagamento de R$ 6.841,00 em cartão",outros
"comprei R$ 1.070,00 de seguro",outros
"adquiri presente por R$ 8.272,00",outros
"investi R$ 5.790,00 em presente",outros
"adquiri aplicação por R$ 9.998,00",outros
"paguei R$ 9.188,00 por multa",outros
"realizei pagamento de R$ 7.976,00 em aplicação",outros
"adquiri cartão por R$ 1.730,00",outros
"comprei R$ 5.532,00 de taxa",outros
"adquiri investimento por R$ 3.107,00",outros
"gastei R$ 9.567,00 com taxa",outros
"adquiri taxa por R$ 1.363,00",outros
"paguei R$ 5.243,00 por multa",outros
"paguei R$ 458,00 por multa",outros
"efetuei compra de taxa no valor de R$ 3.804,00",outros
"paguei R$ 9.004,00 por presente",outros
"comprei R$ 3.144,00 de seguro",outros
"adquiri poupança por R$ 636,00",outros
"realizei pagamento de R$ 6.313,00 em presente",outros
"efetuei compra de taxa no valor de R$ 9.686,00",outros
"paguei R$ 7.457,00 em cartão",outros
"adquiri poupança por R$ 3.835,00",outros
"investi R$ 5.599,00 em aplicação",outros
"paguei R$ 8.616,00 em imposto",outros
"fiz compra de taxa por R$ 9.810,00",outros
"adquiri multa por R$ 7.284,00",outros
"paguei R$ 2.692,00 em taxa",outros
"paguei R$ 3.180,00 em doação",outros
"adquiri investimento por R$ 3.484,00",outros
"comprei R$ 593,00 de taxa",outros
"adquiri investimento por R$ 3.119,00",outros
"paguei R$ 9.596,00 por investimento",outros
"investi R$ 6.152,00 em poupança",outros
